Time,OD,Strain,Environment
66.92847222,0.600700021,TUB10,LB
67.10647222,0.599900007,TUB10,LB
67.28447222,0.600199997,TUB10,LB
67.46247222,0.599300027,TUB10,LB
67.64047222,0.597899973,TUB10,LB
67.81847222,0.598699987,TUB10,LB
67.99647222,0.599699974,TUB10,LB
68.17447222,0.5995,TUB10,LB
68.35247222,0.601700008,TUB10,LB
68.53047222,0.601400018,TUB10,LB
68.70847222,0.601300001,TUB10,LB
68.88647222,0.602400005,TUB10,LB
69.06447222,0.602299988,TUB10,LB
69.24247222,0.602800012,TUB10,LB
69.42047222,0.603100002,TUB10,LB
69.59847222,0.604200006,TUB10,LB
69.77647222,0.603299975,TUB10,LB
69.95447222,0.604300022,TUB10,LB
70.13247222,0.605000019,TUB10,LB
70.3105,0.603900015,TUB10,LB
70.4885,0.605000019,TUB10,LB
70.6665,0.605700016,TUB10,LB
70.8445,0.604700029,TUB10,LB
71.0225,0.60589999,TUB10,LB
71.2005,0.606599987,TUB10,LB
71.3785,0.605799973,TUB10,LB
71.5565,0.607299984,TUB10,LB
71.7345,0.606700003,TUB10,LB
71.9125,0.60650003,TUB10,LB
72.0905,0.608299971,TUB10,LB
72.2685,0.607900023,TUB10,LB
72.4465,0.60769999,TUB10,LB
72.6245,0.609000027,TUB10,LB
72.8025,0.609300017,TUB10,LB
72.9805,0.609700024,TUB10,LB
73.1585,0.609700024,TUB10,LB
73.3365,0.610099971,TUB10,LB
73.5145,0.609799981,TUB10,LB
73.6925,0.610800028,TUB10,LB
73.8705,0.611000001,TUB10,LB
74.0485,0.610599995,TUB10,LB
74.2265,0.611299992,TUB10,LB
74.4045,0.612100005,TUB10,LB
74.5825,0.612500012,TUB10,LB
74.7605,0.612999976,TUB10,LB
74.9385,0.613499999,TUB10,LB
75.1165,0.614099979,TUB10,LB
75.2945,0.615499973,TUB10,LB
75.47252778,0.615999997,TUB10,LB
75.6505,0.615999997,TUB10,LB
75.82852778,0.616100013,TUB10,LB
76.00652778,0.617799997,TUB10,LB
76.18452778,0.617299974,TUB10,LB
76.36252778,0.618099988,TUB10,LB
76.5405,0.619199991,TUB10,LB
76.71852778,0.619599998,TUB10,LB
76.89652778,0.620199978,TUB10,LB
77.07452778,0.621299982,TUB10,LB
77.25252778,0.621699989,TUB10,LB
77.43052778,0.621999979,TUB10,LB
77.60852778,0.623000026,TUB10,LB
77.78652778,0.62349999,TUB10,LB
77.96452778,0.623700023,TUB10,LB
78.14252778,0.625699997,TUB10,LB
78.32052778,0.626600027,TUB10,LB
78.49852778,0.626100004,TUB10,LB
78.67652778,0.626999974,TUB10,LB
78.85452778,0.628499985,TUB10,LB
79.03252778,0.627900004,TUB10,LB
79.21052778,0.629000008,TUB10,LB
79.38852778,0.629400015,TUB10,LB
79.56652778,0.629199982,TUB10,LB
79.74452778,0.630800009,TUB10,LB
79.92255556,0.631099999,TUB10,LB
80.10052778,0.631200016,TUB10,LB
80.27855556,0.631699979,TUB10,LB
80.45655556,0.631799996,TUB10,LB
80.63452778,0.632099986,TUB10,LB
80.81255556,0.633300006,TUB10,LB
80.99052778,0.633899987,TUB10,LB
81.16855556,0.633700013,TUB10,LB
81.34655556,0.6347,TUB10,LB
81.52455556,0.634199977,TUB10,LB
81.70255556,0.634800017,TUB10,LB
81.88052778,0.635299981,TUB10,LB
82.05855556,0.634899974,TUB10,LB
82.23655556,0.635999978,TUB10,LB
82.41455556,0.635399997,TUB10,LB
82.59255556,0.635800004,TUB10,LB
82.77055556,0.636399984,TUB10,LB
82.94855556,0.636099994,TUB10,LB
83.12655556,0.635999978,TUB10,LB
83.30455556,0.635999978,TUB10,LB
83.48255556,0.63499999,TUB10,LB
83.66055556,0.636699975,TUB10,LB
83.83855556,0.635200024,TUB10,LB
84.01655556,0.634800017,TUB10,LB
84.19455556,0.636300027,TUB10,LB
84.37255556,0.635500014,TUB10,LB
84.55055556,0.635100007,TUB10,LB
84.72855556,0.63499999,TUB10,LB
84.90655556,0.63499999,TUB10,LB
85.08455556,0.635100007,TUB10,LB
85.26255556,0.634199977,TUB10,LB
85.44058333,0.633599997,TUB10,LB
85.61855556,0.633899987,TUB10,LB
85.79658333,0.632700026,TUB10,LB
85.97455556,0.631600022,TUB10,LB
86.15258333,0.632799983,TUB10,LB
86.33058333,0.631399989,TUB10,LB
86.50855556,0.631200016,TUB10,LB
86.68658333,0.630800009,TUB10,LB
86.86455556,0.629899979,TUB10,LB
87.04258333,0.629800022,TUB10,LB
87.22058333,0.628799975,TUB10,LB
87.39858333,0.628199995,TUB10,LB
87.57658333,0.628499985,TUB10,LB
87.75458333,0.626900017,TUB10,LB
87.93258333,0.626100004,TUB10,LB
88.11058333,0.625500023,TUB10,LB
88.28858333,0.623899996,TUB10,LB
88.46658333,0.624300003,TUB10,LB
0,0.148100004,TUB10,LB
0.178,0.148599997,TUB10,LB
0.356,0.147799999,TUB10,LB
0.534,0.148800001,TUB10,LB
0.712,0.147799999,TUB10,LB
0.89,0.148200005,TUB10,LB
1.068,0.1479,TUB10,LB
1.246,0.147400007,TUB10,LB
1.424,0.148800001,TUB10,LB
1.602,0.148599997,TUB10,LB
1.78,0.148599997,TUB10,LB
1.958,0.150000006,TUB10,LB
2.136027778,0.150399998,TUB10,LB
2.314027778,0.151099995,TUB10,LB
2.492027778,0.152899995,TUB10,LB
2.670027778,0.154599994,TUB10,LB
2.848027778,0.156000003,TUB10,LB
3.026027778,0.159700006,TUB10,LB
3.204027778,0.163499996,TUB10,LB
3.382027778,0.167600006,TUB10,LB
3.560027778,0.173999995,TUB10,LB
3.738027778,0.180899993,TUB10,LB
3.916027778,0.189099997,TUB10,LB
4.094027778,0.202000007,TUB10,LB
4.272027778,0.215599999,TUB10,LB
4.450027778,0.231700003,TUB10,LB
4.628027778,0.254599988,TUB10,LB
4.806027778,0.275400013,TUB10,LB
4.984027778,0.316900015,TUB10,LB
5.162027778,0.35679999,TUB10,LB
5.340027778,0.383100003,TUB10,LB
5.518055556,0.388300002,TUB10,LB
5.696027778,0.391400009,TUB10,LB
5.874027778,0.396400005,TUB10,LB
6.052055556,0.409500003,TUB10,LB
6.230027778,0.421600014,TUB10,LB
6.408055556,0.431899995,TUB10,LB
6.586055556,0.43720001,TUB10,LB
6.764055556,0.440600008,TUB10,LB
6.942027778,0.442999989,TUB10,LB
7.120055556,0.440400004,TUB10,LB
7.298055556,0.442999989,TUB10,LB
7.476055556,0.460299999,TUB10,LB
7.654055556,0.470299989,TUB10,LB
7.832055556,0.488099992,TUB10,LB
8.010055556,0.510800004,TUB10,LB
8.188055556,0.522800028,TUB10,LB
8.366055556,0.528199971,TUB10,LB
8.544055556,0.533900023,TUB10,LB
8.722055556,0.535700023,TUB10,LB
8.900055556,0.535899997,TUB10,LB
9.078055556,0.539799988,TUB10,LB
9.256055556,0.540000021,TUB10,LB
9.434055556,0.540300012,TUB10,LB
9.612055556,0.543799996,TUB10,LB
9.790055556,0.542500019,TUB10,LB
9.968055556,0.540600002,TUB10,LB
10.14605556,0.543200016,TUB10,LB
10.32408333,0.541899979,TUB10,LB
10.50208333,0.538399994,TUB10,LB
10.68008333,0.540799975,TUB10,LB
10.85808333,0.534699976,TUB10,LB
11.03608333,0.534399986,TUB10,LB
11.21408333,0.535700023,TUB10,LB
11.39208333,0.534200013,TUB10,LB
11.57008333,0.533399999,TUB10,LB
11.74808333,0.535099983,TUB10,LB
11.92608333,0.537199974,TUB10,LB
12.10408333,0.538600028,TUB10,LB
12.28208333,0.542900026,TUB10,LB
12.46008333,0.542200029,TUB10,LB
12.63811111,0.537800014,TUB10,LB
12.81611111,0.539300025,TUB10,LB
12.99411111,0.539699972,TUB10,LB
13.17211111,0.540600002,TUB10,LB
13.35011111,0.540499985,TUB10,LB
13.52811111,0.543299973,TUB10,LB
13.70611111,0.546800017,TUB10,LB
13.88411111,0.550999999,TUB10,LB
14.06211111,0.548399985,TUB10,LB
14.24011111,0.550499976,TUB10,LB
14.41811111,0.547500014,TUB10,LB
14.59611111,0.550000012,TUB10,LB
14.77411111,0.550300002,TUB10,LB
14.95211111,0.546000004,TUB10,LB
15.13011111,0.547500014,TUB10,LB
15.30811111,0.545300007,TUB10,LB
15.48611111,0.546899974,TUB10,LB
15.66411111,0.548799992,TUB10,LB
15.84211111,0.551100016,TUB10,LB
16.02011111,0.548200011,TUB10,LB
16.19813889,0.547599971,TUB10,LB
16.37613889,0.544200003,TUB10,LB
16.55413889,0.548300028,TUB10,LB
16.73213889,0.551500022,TUB10,LB
16.91013889,0.546599984,TUB10,LB
17.08813889,0.545000017,TUB10,LB
17.26613889,0.550199986,TUB10,LB
17.44413889,0.554400027,TUB10,LB
17.62213889,0.555299997,TUB10,LB
17.80013889,0.556699991,TUB10,LB
17.97813889,0.560400009,TUB10,LB
18.15613889,0.556500018,TUB10,LB
18.33413889,0.561600029,TUB10,LB
18.51213889,0.559700012,TUB10,LB
18.69013889,0.559000015,TUB10,LB
18.86813889,0.560500026,TUB10,LB
19.04613889,0.5625,TUB10,LB
19.22413889,0.567600012,TUB10,LB
19.40213889,0.566100001,TUB10,LB
19.58013889,0.567099988,TUB10,LB
19.75813889,0.565199971,TUB10,LB
19.93613889,0.566999972,TUB10,LB
20.11413889,0.569299996,TUB10,LB
20.29216667,0.574299991,TUB10,LB
20.47016667,0.575200021,TUB10,LB
20.64816667,0.575399995,TUB10,LB
20.82616667,0.578000009,TUB10,LB
21.00416667,0.580900013,TUB10,LB
21.18216667,0.581200004,TUB10,LB
21.36019444,0.582199991,TUB10,LB
21.53819444,0.58099997,TUB10,LB
21.71619444,0.583400011,TUB10,LB
21.89419444,0.585600019,TUB10,LB
22.07219444,0.586899996,TUB10,LB
22.25019444,0.583599985,TUB10,LB
22.42819444,0.588500023,TUB10,LB
22.60619444,0.587700009,TUB10,LB
22.78419444,0.588699996,TUB10,LB
22.96219444,0.592199981,TUB10,LB
23.14019444,0.593699992,TUB10,LB
23.31819444,0.594500005,TUB10,LB
23.49619444,0.596400023,TUB10,LB
23.67419444,0.596099973,TUB10,LB
23.85219444,0.591400027,TUB10,LB
24.03019444,0.594399989,TUB10,LB
24.20819444,0.591499984,TUB10,LB
24.38619444,0.595499992,TUB10,LB
24.56419444,0.597000003,TUB10,LB
24.74222222,0.59829998,TUB10,LB
24.92022222,0.599099994,TUB10,LB
25.09822222,0.59890002,TUB10,LB
25.27622222,0.601300001,TUB10,LB
25.45422222,0.601999998,TUB10,LB
25.63222222,0.603200018,TUB10,LB
25.81022222,0.604200006,TUB10,LB
25.98822222,0.607900023,TUB10,LB
26.16622222,0.609899998,TUB10,LB
26.34422222,0.611500025,TUB10,LB
26.52222222,0.612699986,TUB10,LB
26.70022222,0.61589998,TUB10,LB
26.87822222,0.620199978,TUB10,LB
27.05622222,0.619599998,TUB10,LB
27.23422222,0.623399973,TUB10,LB
27.41222222,0.624100029,TUB10,LB
27.59022222,0.62559998,TUB10,LB
27.76822222,0.626999974,TUB10,LB
27.94622222,0.628099978,TUB10,LB
28.12422222,0.629400015,TUB10,LB
28.30222222,0.628000021,TUB10,LB
28.48025,0.632099986,TUB10,LB
28.65822222,0.632200003,TUB10,LB
28.83622222,0.633700013,TUB10,LB
29.01425,0.635500014,TUB10,LB
29.19225,0.636399984,TUB10,LB
29.37025,0.637199998,TUB10,LB
29.54825,0.640500009,TUB10,LB
29.72625,0.64139998,TUB10,LB
29.90425,0.64200002,TUB10,LB
30.08225,0.64380002,TUB10,LB
30.26025,0.645699978,TUB10,LB
30.43825,0.645200014,TUB10,LB
30.61625,0.648100019,TUB10,LB
30.79425,0.651199996,TUB10,LB
30.97225,0.65170002,TUB10,LB
31.15025,0.654600024,TUB10,LB
31.32825,0.655600011,TUB10,LB
31.50625,0.657299995,TUB10,LB
31.68425,0.659300029,TUB10,LB
31.86225,0.660099983,TUB10,LB
32.04025,0.656300008,TUB10,LB
32.21825,0.656300008,TUB10,LB
32.39625,0.6602,TUB10,LB
32.57425,0.662199974,TUB10,LB
32.75225,0.665099978,TUB10,LB
32.93025,0.670000017,TUB10,LB
33.10825,0.672200024,TUB10,LB
33.28625,0.672500014,TUB10,LB
33.46425,0.672800004,TUB10,LB
33.64225,0.677200019,TUB10,LB
33.82025,0.677100003,TUB10,LB
33.99827778,0.678499997,TUB10,LB
34.17627778,0.680499971,TUB10,LB
34.35427778,0.681699991,TUB10,LB
34.53227778,0.684499979,TUB10,LB
34.71027778,0.684599996,TUB10,LB
34.88827778,0.689100027,TUB10,LB
35.06627778,0.688000023,TUB10,LB
35.24427778,0.691999972,TUB10,LB
35.42227778,0.6954,TUB10,LB
35.60027778,0.686500013,TUB10,LB
35.77827778,0.685500026,TUB10,LB
35.95627778,0.68779999,TUB10,LB
36.13427778,0.688600004,TUB10,LB
36.31227778,0.691399992,TUB10,LB
36.49027778,0.691399992,TUB10,LB
36.66827778,0.691900015,TUB10,LB
36.84627778,0.689700007,TUB10,LB
37.02427778,0.68809998,TUB10,LB
37.20227778,0.690999985,TUB10,LB
37.38030556,0.696399987,TUB10,LB
37.55830556,0.703199983,TUB10,LB
37.73630556,0.706900001,TUB10,LB
37.91430556,0.711199999,TUB10,LB
38.09230556,0.721599996,TUB10,LB
38.27030556,0.739199996,TUB10,LB
38.44830556,0.747699976,TUB10,LB
38.62630556,0.763100028,TUB10,LB
38.80430556,0.774600029,TUB10,LB
38.98230556,0.78609997,TUB10,LB
39.16030556,0.790499985,TUB10,LB
39.33830556,0.796400011,TUB10,LB
39.51630556,0.809700012,TUB10,LB
39.69430556,0.811100006,TUB10,LB
39.87230556,0.815100014,TUB10,LB
40.05030556,0.825800002,TUB10,LB
40.22830556,0.828199983,TUB10,LB
40.40630556,0.830799997,TUB10,LB
40.58430556,0.83069998,TUB10,LB
40.76230556,0.836199999,TUB10,LB
40.94033333,0.841199994,TUB10,LB
41.11830556,0.846000016,TUB10,LB
41.29630556,0.834100008,TUB10,LB
41.47430556,0.877799988,TUB10,LB
41.65233333,0.877300024,TUB10,LB
41.83033333,0.855799973,TUB10,LB
42.00833333,0.894900024,TUB10,LB
42.18633333,0.899200022,TUB10,LB
42.36433333,0.906400025,TUB10,LB
42.54233333,0.90990001,TUB10,LB
42.72033333,0.903599977,TUB10,LB
42.89833333,0.895299971,TUB10,LB
43.07633333,0.89289999,TUB10,LB
43.25433333,0.904799998,TUB10,LB
43.43233333,0.9102,TUB10,LB
43.61033333,0.899299979,TUB10,LB
43.78833333,0.894800007,TUB10,LB
43.96633333,0.898000002,TUB10,LB
44.14433333,0.915799975,TUB10,LB
44.32233333,0.900900006,TUB10,LB
44.50033333,0.890200019,TUB10,LB
44.67833333,0.896899998,TUB10,LB
44.85633333,0.89380002,TUB10,LB
45.03433333,0.893100023,TUB10,LB
45.21236111,0.878300011,TUB10,LB
45.39036111,0.877499998,TUB10,LB
45.56836111,0.878600001,TUB10,LB
45.74636111,0.883099973,TUB10,LB
45.92433333,0.884000003,TUB10,LB
46.10236111,0.878499985,TUB10,LB
46.28036111,0.887300014,TUB10,LB
46.45836111,0.895299971,TUB10,LB
46.63636111,0.884500027,TUB10,LB
46.81436111,0.871699989,TUB10,LB
46.99236111,0.864099979,TUB10,LB
47.17036111,0.876699984,TUB10,LB
47.34836111,0.865800023,TUB10,LB
47.52636111,0.856299996,TUB10,LB
47.70436111,0.85769999,TUB10,LB
47.88236111,0.866699994,TUB10,LB
48.06036111,0.868499994,TUB10,LB
48.23836111,0.862500012,TUB10,LB
48.41636111,0.860400021,TUB10,LB
48.59436111,0.865400016,TUB10,LB
48.77236111,0.862200022,TUB10,LB
48.95036111,0.85799998,TUB10,LB
49.12836111,0.853699982,TUB10,LB
49.30636111,0.853900015,TUB10,LB
49.48436111,0.842199981,TUB10,LB
49.66236111,0.843500018,TUB10,LB
49.84036111,0.8398,TUB10,LB
50.01836111,0.841600001,TUB10,LB
50.19636111,0.840200007,TUB10,LB
50.37436111,0.838199973,TUB10,LB
50.55236111,0.825999975,TUB10,LB
50.73036111,0.836099982,TUB10,LB
50.90836111,0.825200021,TUB10,LB
51.08636111,0.827799976,TUB10,LB
51.26438889,0.821799994,TUB10,LB
51.44238889,0.818000019,TUB10,LB
51.62038889,0.811100006,TUB10,LB
51.79838889,0.813300014,TUB10,LB
51.97638889,0.809899986,TUB10,LB
52.15438889,0.801699996,TUB10,LB
52.33238889,0.800400019,TUB10,LB
52.51038889,0.794200003,TUB10,LB
52.68838889,0.792400002,TUB10,LB
52.86638889,0.791100025,TUB10,LB
53.04438889,0.783299983,TUB10,LB
53.22238889,0.781300008,TUB10,LB
53.40038889,0.773100019,TUB10,LB
53.57838889,0.768100023,TUB10,LB
53.75638889,0.763400018,TUB10,LB
53.93438889,0.759199977,TUB10,LB
54.11238889,0.750400007,TUB10,LB
54.29038889,0.750199974,TUB10,LB
54.46838889,0.744199991,TUB10,LB
54.64638889,0.739300013,TUB10,LB
54.82438889,0.73150003,TUB10,LB
55.00238889,0.728299975,TUB10,LB
55.18038889,0.721899986,TUB10,LB
55.35838889,0.712899983,TUB10,LB
55.53638889,0.692300022,TUB10,LB
55.71438889,0.679499984,TUB10,LB
55.89238889,0.679099977,TUB10,LB
56.07041667,0.680299997,TUB10,LB
56.24838889,0.679099977,TUB10,LB
56.42641667,0.67839998,TUB10,LB
56.60441667,0.67869997,TUB10,LB
56.78241667,0.678300023,TUB10,LB
56.96041667,0.679499984,TUB10,LB
57.13841667,0.679099977,TUB10,LB
57.31641667,0.67869997,TUB10,LB
57.49441667,0.677699983,TUB10,LB
57.67241667,0.67809999,TUB10,LB
57.85041667,0.67750001,TUB10,LB
58.02841667,0.676599979,TUB10,LB
58.20641667,0.677699983,TUB10,LB
58.38441667,0.676999986,TUB10,LB
58.56241667,0.675999999,TUB10,LB
58.74041667,0.676400006,TUB10,LB
58.91841667,0.676900029,TUB10,LB
59.09641667,0.675599992,TUB10,LB
59.27441667,0.676299989,TUB10,LB
59.45241667,0.676100016,TUB10,LB
59.63041667,0.675400019,TUB10,LB
59.80841667,0.675700009,TUB10,LB
59.98641667,0.674600005,TUB10,LB
60.16441667,0.673799992,TUB10,LB
60.34241667,0.673699975,TUB10,LB
60.52041667,0.674399972,TUB10,LB
60.69844444,0.673500001,TUB10,LB
60.87644444,0.672599971,TUB10,LB
61.05444444,0.672800004,TUB10,LB
61.23244444,0.672699988,TUB10,LB
61.41041667,0.671999991,TUB10,LB
61.58844444,0.672699988,TUB10,LB
61.76644444,0.671800017,TUB10,LB
61.94444444,0.670899987,TUB10,LB
62.12244444,0.67110002,TUB10,LB
62.30044444,0.670899987,TUB10,LB
62.47844444,0.670000017,TUB10,LB
62.65644444,0.6699,TUB10,LB
62.83444444,0.670599997,TUB10,LB
63.01244444,0.66960001,TUB10,LB
63.19044444,0.668299973,TUB10,LB
63.36844444,0.669200003,TUB10,LB
63.54644444,0.66869998,TUB10,LB
63.72444444,0.667800009,TUB10,LB
63.90244444,0.668600023,TUB10,LB
64.08044444,0.668299973,TUB10,LB
64.25844444,0.667800009,TUB10,LB
64.43644444,0.667900026,TUB10,LB
64.61444444,0.667100012,TUB10,LB
64.79244444,0.666999996,TUB10,LB
64.97044444,0.666499972,TUB10,LB
65.14844444,0.666800022,TUB10,LB
65.32644444,0.665799975,TUB10,LB
65.50444444,0.665099978,TUB10,LB
65.68244444,0.666000009,TUB10,LB
65.86047222,0.665199995,TUB10,LB
66.03847222,0.664200008,TUB10,LB
66.21647222,0.664600015,TUB10,LB
66.39447222,0.664399981,TUB10,LB
66.57247222,0.663399994,TUB10,LB
66.75047222,0.663900018,TUB10,LB
66.92847222,0.663800001,TUB10,LB
67.10647222,0.663399994,TUB10,LB
67.28447222,0.664200008,TUB10,LB
67.46247222,0.662899971,TUB10,LB
67.64047222,0.66140002,TUB10,LB
67.81847222,0.662500024,TUB10,LB
67.99647222,0.662599981,TUB10,LB
68.17447222,0.662299991,TUB10,LB
68.35247222,0.664399981,TUB10,LB
68.53047222,0.664799988,TUB10,LB
68.70847222,0.665199995,TUB10,LB
68.88647222,0.665700018,TUB10,LB
69.06447222,0.666000009,TUB10,LB
69.24247222,0.666599989,TUB10,LB
69.42047222,0.667100012,TUB10,LB
69.59847222,0.667800009,TUB10,LB
69.77647222,0.667500019,TUB10,LB
69.95447222,0.668600023,TUB10,LB
70.13247222,0.668799996,TUB10,LB
70.3105,0.668200016,TUB10,LB
70.4885,0.669099987,TUB10,LB
70.6665,0.66960001,TUB10,LB
70.8445,0.668799996,TUB10,LB
71.0225,0.670099974,TUB10,LB
71.2005,0.670599997,TUB10,LB
71.3785,0.67019999,TUB10,LB
71.5565,0.671199977,TUB10,LB
71.7345,0.671400011,TUB10,LB
71.9125,0.670799971,TUB10,LB
72.0905,0.672599971,TUB10,LB
72.2685,0.671999991,TUB10,LB
72.4465,0.671800017,TUB10,LB
72.6245,0.673099995,TUB10,LB
72.8025,0.674499989,TUB10,LB
72.9805,0.674700022,TUB10,LB
73.1585,0.675100029,TUB10,LB
73.3365,0.675800025,TUB10,LB
73.5145,0.675300002,TUB10,LB
73.6925,0.675899982,TUB10,LB
73.8705,0.676999986,TUB10,LB
74.0485,0.676100016,TUB10,LB
74.2265,0.677200019,TUB10,LB
74.4045,0.677900016,TUB10,LB
74.5825,0.677900016,TUB10,LB
74.7605,0.678600013,TUB10,LB
74.9385,0.678300023,TUB10,LB
75.1165,0.67900002,TUB10,LB
75.2945,0.680299997,TUB10,LB
75.47252778,0.680899978,TUB10,LB
75.6505,0.680899978,TUB10,LB
75.82852778,0.680400014,TUB10,LB
76.00652778,0.682500005,TUB10,LB
76.18452778,0.682099998,TUB10,LB
76.36252778,0.682799995,TUB10,LB
76.5405,0.683399975,TUB10,LB
76.71852778,0.683700025,TUB10,LB
76.89652778,0.683799982,TUB10,LB
77.07452778,0.685199976,TUB10,LB
77.25252778,0.685500026,TUB10,LB
77.43052778,0.686100006,TUB10,LB
77.60852778,0.686500013,TUB10,LB
77.78652778,0.687900007,TUB10,LB
77.96452778,0.687600017,TUB10,LB
78.14252778,0.689199984,TUB10,LB
78.32052778,0.689999998,TUB10,LB
78.49852778,0.689700007,TUB10,LB
78.67652778,0.690999985,TUB10,LB
78.85452778,0.692200005,TUB10,LB
79.03252778,0.692300022,TUB10,LB
79.21052778,0.693000019,TUB10,LB
79.38852778,0.693499982,TUB10,LB
79.56652778,0.693599999,TUB10,LB
79.74452778,0.694999993,TUB10,LB
79.92255556,0.694999993,TUB10,LB
80.10052778,0.6954,TUB10,LB
80.27855556,0.696500003,TUB10,LB
80.45655556,0.696200013,TUB10,LB
80.63452778,0.69690001,TUB10,LB
80.81255556,0.697700024,TUB10,LB
80.99052778,0.698400021,TUB10,LB
81.16855556,0.698000014,TUB10,LB
81.34655556,0.699899971,TUB10,LB
81.52455556,0.699500024,TUB10,LB
81.70255556,0.699400008,TUB10,LB
81.88052778,0.700100005,TUB10,LB
82.05855556,0.699500024,TUB10,LB
82.23655556,0.699999988,TUB10,LB
82.41455556,0.700200021,TUB10,LB
82.59255556,0.700500011,TUB10,LB
82.77055556,0.700999975,TUB10,LB
82.94855556,0.700800002,TUB10,LB
83.12655556,0.700600028,TUB10,LB
83.30455556,0.700399995,TUB10,LB
83.48255556,0.699999988,TUB10,LB
83.66055556,0.701200008,TUB10,LB
83.83855556,0.700399995,TUB10,LB
84.01655556,0.698899984,TUB10,LB
84.19455556,0.700600028,TUB10,LB
84.37255556,0.700100005,TUB10,LB
84.55055556,0.698700011,TUB10,LB
84.72855556,0.699199975,TUB10,LB
84.90655556,0.698099971,TUB10,LB
85.08455556,0.698599994,TUB10,LB
85.26255556,0.698400021,TUB10,LB
85.44058333,0.697799981,TUB10,LB
85.61855556,0.697899997,TUB10,LB
85.79658333,0.697099984,TUB10,LB
85.97455556,0.695900023,TUB10,LB
86.15258333,0.696399987,TUB10,LB
86.33058333,0.694599986,TUB10,LB
86.50855556,0.694500029,TUB10,LB
86.68658333,0.693700016,TUB10,LB
86.86455556,0.692300022,TUB10,LB
87.04258333,0.692700028,TUB10,LB
87.22058333,0.691100001,TUB10,LB
87.39858333,0.690199971,TUB10,LB
87.57658333,0.690400004,TUB10,LB
87.75458333,0.68870002,TUB10,LB
87.93258333,0.686999977,TUB10,LB
88.11058333,0.68690002,TUB10,LB
88.28858333,0.685400009,TUB10,LB
88.46658333,0.685299993,TUB10,LB
0,0.148300007,TUB10,LB
0.178,0.148100004,TUB10,LB
0.356,0.147200003,TUB10,LB
0.534,0.148699999,TUB10,LB
0.712,0.148399994,TUB10,LB
0.89,0.148699999,TUB10,LB
1.068,0.148800001,TUB10,LB
1.246,0.148200005,TUB10,LB
1.424,0.149700001,TUB10,LB
1.602,0.149399996,TUB10,LB
1.78,0.149499997,TUB10,LB
1.958,0.151299998,TUB10,LB
2.136027778,0.152400002,TUB10,LB
2.314027778,0.153500006,TUB10,LB
2.492027778,0.156599998,TUB10,LB
2.670027778,0.158800006,TUB10,LB
2.848027778,0.161500007,TUB10,LB
3.026027778,0.166999996,TUB10,LB
3.204027778,0.172299996,TUB10,LB
3.382027778,0.177900001,TUB10,LB
3.560027778,0.186900005,TUB10,LB
3.738027778,0.195600003,TUB10,LB
3.916027778,0.206100002,TUB10,LB
4.094027778,0.221000001,TUB10,LB
4.272027778,0.2368,TUB10,LB
4.450027778,0.255499989,TUB10,LB
4.628027778,0.276899993,TUB10,LB
4.806027778,0.312400013,TUB10,LB
4.984027778,0.346300006,TUB10,LB
5.162027778,0.369399995,TUB10,LB
5.340027778,0.373299986,TUB10,LB
5.518055556,0.378300011,TUB10,LB
5.696027778,0.3917,TUB10,LB
5.874027778,0.40200001,TUB10,LB
6.052055556,0.412800014,TUB10,LB
6.230027778,0.424499989,TUB10,LB
6.408055556,0.430599988,TUB10,LB
6.586055556,0.432399988,TUB10,LB
6.764055556,0.435799986,TUB10,LB
6.942027778,0.442600012,TUB10,LB
7.120055556,0.442000002,TUB10,LB
7.298055556,0.459899992,TUB10,LB
7.476055556,0.477899998,TUB10,LB
7.654055556,0.500500023,TUB10,LB
7.832055556,0.527700007,TUB10,LB
8.010055556,0.5546,TUB10,LB
8.188055556,0.574800014,TUB10,LB
8.366055556,0.591899991,TUB10,LB
8.544055556,0.604900002,TUB10,LB
8.722055556,0.614300013,TUB10,LB
8.900055556,0.622799993,TUB10,LB
9.078055556,0.628099978,TUB10,LB
9.256055556,0.632300019,TUB10,LB
9.434055556,0.632799983,TUB10,LB
9.612055556,0.634199977,TUB10,LB
9.790055556,0.63380003,TUB10,LB
9.968055556,0.633899987,TUB10,LB
10.14605556,0.635900021,TUB10,LB
10.32408333,0.636200011,TUB10,LB
10.50208333,0.63410002,TUB10,LB
10.68008333,0.635399997,TUB10,LB
10.85808333,0.63349998,TUB10,LB
11.03608333,0.630200028,TUB10,LB
11.21408333,0.631099999,TUB10,LB
11.39208333,0.629400015,TUB10,LB
11.57008333,0.628199995,TUB10,LB
11.74808333,0.628400028,TUB10,LB
11.92608333,0.630800009,TUB10,LB
12.10408333,0.630699992,TUB10,LB
12.28208333,0.634199977,TUB10,LB
12.46008333,0.631200016,TUB10,LB
12.63811111,0.629100025,TUB10,LB
12.81611111,0.628000021,TUB10,LB
12.99411111,0.627200007,TUB10,LB
13.17211111,0.628099978,TUB10,LB
13.35011111,0.629400015,TUB10,LB
13.52811111,0.629499972,TUB10,LB
13.70611111,0.631099999,TUB10,LB
13.88411111,0.63440001,TUB10,LB
14.06211111,0.632399976,TUB10,LB
14.24011111,0.632200003,TUB10,LB
14.41811111,0.633400023,TUB10,LB
14.59611111,0.633300006,TUB10,LB
14.77411111,0.631600022,TUB10,LB
14.95211111,0.633400023,TUB10,LB
15.13011111,0.63499999,TUB10,LB
15.30811111,0.632700026,TUB10,LB
